,index,propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,superTopHighlight,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace,labels
180,5,98890002,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/2f/0b/1026717258.jpg,11,79000.0,flat,sale,115.0,3,2,Calle CARRION,Toledo,Ocaña,es,39.9583378,-3.4983457,False,https://www.idealista.com/inmueble/98890002/,55750,"Piso muy céntrico en Ocaña de 115 m2, distribuidos en: amplio salón de 26 m2  amplia cocina de 14 m2 3 habitaciones con armarios empotrados 2 baños completos (con bañera) Calidades:  Suelos de parquet, puertas en madera color cerezo, ventanas de madera especiales para exterior, pintura en gotelet VISITA SIN COMPROMISO, SIN COMISION DE INMOBILIARIA, TE AYUDAMOS A CONSEGUIR LA HIPOTECA PARA LA COMPRA DE ESTA VIVIENDA CON NUESTRO SERVICIO FINANCIERO.",False,good,False,687.0,{'typology': 'flat'},"{'subtitle': 'Centro, Ocaña', 'title': 'Piso en Calle Carrion'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,G-XP7293387OCA,2,False,Centro,,False,,
181,6,102527034,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/de/a3/57/1158552312.jpg,19,168000.0,flat,sale,40.0,1,1,barrio Peñagrande,Madrid,Madrid,es,40.4749487,-3.7176705,False,https://www.idealista.com/inmueble/102527034/,4731,"REDPISO ESTUDIO PEÑAGRANDE S. L vende en exclusiva estupendo ESTUDIO en BARRIO PEÑAGRANDE con orientación ESTE. Se trata de una SEGUNDA PLANTA. La vivienda de 40m² construidos y 34m² útiles (según catastro). Se distribuye en: hall-entrada, salón-comedor diáfano, cocina totalmente equipada con electrodomésticos y lavadora, cuarto de baño con bañera, y terraza. La vivienda consta de calefacción eléctrica, ventanas de climalit y suelo de parquet. La finca cuenta con ascensor, acceso a personas con movilidad reducida y portero. El entorno se trata de una zona residencial tranquila, y servicios tales como: colegios, centro de salud, zonas verdes, supermercados. La zona cuenta con una estupenda comunicación con rápido acceso a (M-30 y A-6), parados de autobús y metro línea 7 (PEÑAGRANDE) y (ANTONIO MACHADO). El precio de la vivienda NO comprende los gastos de compraventa, impuestos, ni los honorarios de intermediación inmobiliaria que satisface el comprador. FINANCIAMOS HASTA EL 100% CON NUESTRO DPTO. FINANCIERO DCREDIT! ¡LE ESPERAMOS! NO DUDES EN CONTACTAR CON NOSOTROS! o visite nuestra página web.",False,good,False,4200.0,{'typology': 'flat'},"{'subtitle': 'Peñagrande, Madrid', 'title': 'Piso'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,RP462023118337,2,True,Fuencarral,Peñagrande,True,,
182,7,99675867,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/7d/1b/1050990577.jpg,39,166600.0,flat,sale,69.0,1,1,Calle Carballino,Madrid,Alcorcón,es,40.3521309,-3.8095761,False,https://www.idealista.com/inmueble/99675867/,13877,"PRECIO VIGENTE HASTA EL 15/12/2023 Magnífico apartamento de segunda mano en excelentes condiciones, ubicado en una de las avenidas principales de Alcorcón, en la 5ª planta de un edificio residencial con ascensor que cuenta con áreas comunes, piscina y conserje. Situado en la calle Carballino nº 21, tiene una superficie construida 69 m². El apartamento posee grandes ventanales por los que entra una luz espectacular hacia el distribuidor, cocina, salón y dormitorio en suite con vestidor. Posee un trastero en la planta cubierta del edificio. Dispone de instalaciones de agua corriente, luz eléctrica y caldera de gas natural. Totalmente adaptado para personas con movilidad reducida. CERTIFICADO ENERGÉTICO E Está ubicado en una zona residencial, cerca de colegios, supermercados, farmacias, cafeterías. Situado en una avenida principal donde el está permitido aparcar sin ninguna dificultad. Dispone de metro a 500 metros y servicio de transporte público, tanto de autobuses como el cercanías. Si desea más información o agendar una visita no dude en ponerse en contacto con nosotros que estaremos encantados de poder atenderle. NO COBRAMOS COMISION AL COMPRADOR.",False,good,False,2414.0,{'typology': 'flat'},"{'subtitle': 'Valderas - Los Castillos, Alcorcón', 'title': 'Piso en Calle Carballino'}",False,False,False,False,,False,False,R0731-060691769,5,True,Valderas - Los Castillos,Valderas - Los Castillos,True,,
183,8,102468148,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/02/a5/1156656121.jpg,14,100000.0,flat,sale,65.0,3,1,SAN IGNACIO DE LOYOLA,Madrid,Alcalá de Henares,es,40.4908661,-3.3725035,False,https://www.idealista.com/inmueble/102468148/,27531,"Agencia inmobiliaria de ALCALÁ DE HENARES-zona CHORRILLO-IVIASA-CAMPO DEL ÁNGEL-PARQUE DEL ÁNGEL. Oficina de TECNOCASA vende: Fantástico piso para entrar a vivir en Chorrillo. La vivienda cuenta con hall de entrada, luminoso salón con salida a terraza, baño con ventana y plato de ducha, 3 dormitorios exteriores y cocina equipada. La vivienda es completamente exterior. Destaca su cercanía a la RENFE y su buena comunicación con la autovía A-2 a parte de múltiples paradas de autobús. Además de su cercanía a colegios e institutos y múltiples comercios y servicios (farmacias, ambulatorio, centro comercial, veterinario, tiendas.. . ) Se encuentra en un barrio consolidado con todos los servicios necesarios para tu día a día y no lo olvide, le podemos ayudar con nuestro departamento financiero kiron consiguiendo hasta el 100% de financiación. INFORMESE DE LAS CONDICIONES EN NUESTRA OFICINA SITUADA EN C/ SAN IGNACIO DE LOYOLA Nº1, LOCAL.",False,good,False,1538.0,{'typology': 'flat'},"{'subtitle': 'Chorrillo, Alcalá de Henares', 'title': 'Piso en San Ignacio De Loyola'}",False,False,False,False,,False,False,,3,True,Chorrillo,,False,,
184,9,102418393,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/39/5a/1155005189.jpg,23,115000.0,studio,sale,32.0,0,1,Calle Cenicientos,Madrid,Madrid,es,40.4585896,-3.7030724,False,https://www.idealista.com/inmueble/102418393/,2548,"Extraordinario LOFT completamente REFORMADO, prácticamente a estrenar, en la calle Cenicientos, junto a la calle Villaamil, en planta semisótano y con 3 ventanas a la calle, exterior y orientación Sur. 32 m2 construidos distribuidos en: hall-recibidor, espacio diáfano con salón y con cocina americana amueblada y equipada, y baño en dos estancias (lavabo y plato de ducha en una estancia, y en la otra estancia WC). Primeras calidades, con suelos de porcelanosa, paredes en liso, ventanas de PVC con cristal climalit, aire acondicionado. ****INMUEBLE CATASTRALMENTE REGISTRADO COMO LOCAL Y REFORMADO COMO VIVIENDA SIN POSIBILIDAD DE CAMBIO DE USO**** Excelente zona con todo tipo de comercios y servicios, muy bien comunicado por transporte público, a cinco minutos de estación de Metro de Estrecho (L1) y varias líneas de autobús. No lo dude, contacte con nosotros y concierte una visita con nuestros asesores.",True,good,False,3594.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Berruguete, Madrid', 'title': 'Estudio en Calle Cenicientos'}",False,False,False,False,,False,False,MD3A10V97,ss,True,Tetuán,Berruguete,False,,
185,10,101591574,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/3e/81/1127224062.jpg,35,210000.0,flat,sale,110.0,4,2,Calle Calderón de la Barca,Madrid,Alcalá de Henares,es,40.4877102,-3.3587721,False,https://www.idealista.com/inmueble/101591574/,28598,"Piso en venta en Calle Calderón de la Barca, 28805, Alcalá de Henares, Madrid, zona de Caballería Española, bajo que tiene 110 m2 y dispone de 4 habitaciones y 2 baños. Pequeño trastero. Reformado totalmente  Puerta de seguridad, blindada cocina amueblada, armarios empotrados, pintura lisa, suelo tarima, ventanas climalit oscilobatientes, calefacción central. Servicio de conserjería con recogida de basura. El primer paso a tú casa.",False,good,False,1909.0,{'typology': 'flat'},"{'subtitle': 'Pryconsa, Alcalá de Henares', 'title': 'Piso en Calle Calderón de la Barca'}",True,False,False,False,,False,False,1093,bj,True,Pryconsa,,True,,
186,11,102544304,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/6e/af/1159075051.jpg,20,135000.0,flat,sale,75.0,2,1,Calle San Cipriano s/n,Madrid,Madrid,es,40.4038954,-3.6032316,True,https://www.idealista.com/inmueble/102544304/,8285,"Casalta Inmobiliaria vende en exclusiva, esta maravillosa vivienda de la cual estoy seguro te vas a enamorar, por su estado y ubicación. En cuanto a la vivienda, comentar que es una cuarta planta sin ascensor con terraza. Consta de 2 habitaciones amplias, espaciosas y luminosas, para destinarlas a cualquier uso por su espacio.  Amplio salón con 2 estancias perfectamente diferenciadas (relax-comedor), para poder ver una película en el sofá y también poder organizar cenas en casa con familia y amigos. El salón nos da paso a la terraza cerrada, con un armario destinado a almacenamiento. Baño reformado completo con plato de ducha y amplia cocina con luz natural. El piso cuenta con muchas mejoras las cuales hacen de este, un lugar perfecto para llegar del trabajo y desconectar. La zona cuenta con todo tipo de servicios al alcance de la mano (colegios, bancos, mercados, ambulatorio, comercios, autobuses y metro). El uso del coche pasa a segundo plano a la hora de desarrollar una vida en familia. No lo dudes y ponte en contacto conmigo para ir a visitar la que será tu futura casa. Descripción no vinculante, puede contener errores. POSIBILIDAD DE FINANCIAR HASTA EL 100% HONORARIOS DE INTERMEDIACIÓN INCLUIDOS EN EL PRECIO DE VENTA.",False,good,False,1800.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico de Vicálvaro, Madrid', 'title': 'Piso en Calle San Cipriano s/n'}",False,False,False,False,,False,False,CA-AVICALVARO,4,True,Vicálvaro,Casco Histórico de Vicálvaro,False,,
187,12,102586606,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/3c/17/1160451733.jpg,18,130000.0,flat,sale,77.0,3,1,Calle mayor,Madrid,Torres de la Alameda,es,40.4056346,-3.358636,False,https://www.idealista.com/inmueble/102586606/,28309,"Piso de 3 dormitorios con armarios empotrados, un cuarto de baño con plato de ducha, salón independiente, cocina diáfana, suelos de tarima, muy luminoso y con unas vistas excelentes. Muy bien comunicado, el piso se encuentra en pleno centro de Torres de la Alameda.",False,good,False,1688.0,{'typology': 'flat'},"{'subtitle': 'Torres de la Alameda', 'title': 'Piso en Calle mayor'}",False,False,False,False,,False,False,,3,True,,,False,,
188,13,98846849,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/a2/7f/1025844381.jpg,21,298000.0,flat,sale,67.0,2,2,Calle de Alberto Aguilera,Madrid,Madrid,es,40.4306442,-3.7126467,False,https://www.idealista.com/inmueble/98846849/,2043,"Ahora mismo alquilado con buena rentabilidad! TheSimpleRent Ofrece esta magnífica vivienda, ubicada en C/ Alberto Aguilera muy próxima al Corte Inglés de Princesa y a ICADE. Su privilegiada ubicación la convierte en una de las zonas más demandadas para vivir. Dispone de una red de transportes públicos donde incluye las estaciones de metro Argüelles y San Bernardo además de múltiples paradas de autobús.  En sus proximidades podrás encontrar abundantes tiendas de todo tipo, moda, alimentación, bares, restaurantes, supermercados y también zonas verdes -ocio tales como el Paseo del Pintor Rosales y la Plaza de España. El inmueble dispone de 67m2 catastrales distribuidos en pasillo- salón- 2 dormitorios- cocina equipada con electrodomésticos - 1 aseo - 1 cuarto baño completo, suelos de parquet, paredes lisas, aire acondicionado. Está situado en Finca señorial y representativa, con ascensor y portero físico  Te invitamos a visitarlo, sin compromiso, SIN COMISIONES PARA EL COMPRADOR!",False,good,False,4448.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle de Alberto Aguilera'}",False,False,False,False,{'groupDescription': 'Top'},False,False,31528,en,False,Centro,Malasaña-Universidad,True,,
189,14,101883654,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/b6/f9/1137064766.jpg,42,1100000.0,flat,sale,204.0,4,4,Calle de Atocha,Madrid,Madrid,es,40.4129849,-3.6960137,False,https://www.idealista.com/inmueble/101883654/,2799,"Piso en venta en Atocha PISO EN VENTA AMUEBLADO DE LUJO EN CALLE ATOCHA Piso en venta en calle Atocha de 204 m², según catastro, esta vivienda está situada en una de las zonas más emblemáticas de Madrid en la calle Atocha en el barrio de las Letras. En un edificio de histórico de 1890 renovado. Se trata de una primera planta exterior totalmente amueblada con una excelente distribución. Actualmente está dividida en dos apartamentos ya que se ha utilizado como alquiler turístico. El hall distribuye a la izquierda el primer apartamento con 100 m2 dispone de salón comedor con 2 grandes balcones a la calle, cocina comedor y dos habitaciones una de ellas exterior con balcón y la otra con baño en suite además dispone de un segundo baño completo que da servicio a la segunda habitación. El segundo apartamento de 104 m2 situado a la izquierda del hall de entrada, dispone de un salón comedor con cocina integrada y una bonita entrada con grandes ventanales en madera decapada dándole un aspecto rústico y acogedor y que dan a un patio interior con encanto. La zona de noche se compone de dos dormitorios vestidos y dos baños uno de ellos en suite. Ambos apartamentos disponen de armarios lacados y empotrados. Aire acondicionado por Split en todas las estancias. Calefacción individual con caldera de gas. Magníficos suelos de madera K10 en toda la vivienda. La puerta principal funciona con domótica, apertura con sistema Nuki electrónico con claves digital y telefónica. Bonito y amplio portal con ascensor. Gastos de Comunidad 60€ ¿Te imaginas vivir aquí?",False,good,False,5392.0,{'typology': 'flat'},"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso en Calle de Atocha'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,VM2306069,1,True,Centro,Huertas-Cortes,True,,
190,15,102590539,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/86/6b/1160575511.jpg,30,339000.0,flat,sale,140.0,4,2,Antonia Lancha,Madrid,Madrid,es,40.3852192,-3.7231338,False,https://www.idealista.com/inmueble/102590539/,6469,"""Grupo Hogares"" vende en exclusiva luminoso piso en Plaza Elíptica, Opañel. La vivienda se divide en varios espacios: Vivienda principal, que consta de tres dormitorios, baño completo y aseo, cocina, salón independiente, y salida a una gran terraza totalmente equipada de unos 30 metros. Garaje con trastero privado, con capacidad para dos vehículos. Sobre el garaje, la propiedad ha habilitado un estudio de casi 40 metros con una habitación insonorizada. Es lo más similar a tener un chalet en el centro de Madrid. El piso presenta una distribución lógica y equilibrada, con formas geométricas sobrias en todas sus estancias, haciendo fácil su amueblado. Vivienda exterior y luminosa, al no tener obstáculos arquitectónicos al frente que pudieran mermar la entrada de luz. Su ubicación ofrece una sencilla incorporación a la carretera A-42, M-30 y M-40.  Se encuentra próxima a la estación de Metro de Plaza Elíptica y Opañel. Cuenta en sus proximidades con todos los servicios: líneas de autobús, farmacias, centros deportivos, centros educativos, parques públicos, supermercados, centros sanitarios, etc. ¡Consigue con nuestro departamento financiero hasta el 100% de financiación!",True,good,False,2421.0,{'typology': 'flat'},"{'subtitle': 'Opañel, Madrid', 'title': 'Piso en Antonia Lancha'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,,1,True,Carabanchel,Opañel,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
